,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
1021,Hyundai,Creta,1.6 VTVT Base,Hyderabad,Petrol,Manual,Second,2015,28700,121.3,5,8.467830189
1022,Honda,City,1.5 V MT,Hyderabad,Petrol,Manual,First,2013,85264,118,5,6.538207547
1023,Maruti,Ignis,1.2 AMT Delta,Hyderabad,Petrol,Automatic,First,2017,20000,81.8,5,6.858679245
1024,Honda,City,i-VTEC CVT ZX,Hyderabad,Petrol,Automatic,First,2017,11934,117.3,5,11.92981132
1025,Honda,City,1.5 V MT,Pune,Petrol,Manual,First,2010,83000,118,5,3.362264151
1026,Ford,Fiesta,Classic 1.6 Duratec LXI,Hyderabad,Petrol,Manual,First,2013,23000,99.6,5,5.480471698
1027,Hyundai,i20,Sportz 1.2,Mumbai,Petrol,Manual,First,2017,14927,81.83,5,5.88754717
1028,Toyota,Corolla,Executive (HE),Hyderabad,Petrol,Manual,Second,2007,158000,125,5,2.702264151
1029,Nissan,Micra,Diesel XV,Jaipur,Diesel,Manual,Third,2011,111000,63.1,5,2.277169811
1030,Maruti,Alto,LXi BSIII,Hyderabad,Petrol,Manual,First,2011,63528,46.3,5,2.149339623
1031,Maruti,Ciaz,VDi Plus,Jaipur,Diesel,Manual,First,2015,92000,88.5,5,6.619433962
1032,Maruti,Ciaz,1.3 Alpha,Delhi,Diesel,Manual,First,2017,41200,88.5,5,7.787358491
1033,Mahindra,XUV500,W8 2WD,Coimbatore,Diesel,Manual,First,2016,39052,140,7,16.23424528
1034,Renault,Duster,85PS Diesel RxL,Ahmedabad,Diesel,Manual,First,2014,55100,83.8,5,4.777169811
1035,Hyundai,i20,1.2 Sportz,Ahmedabad,Petrol,Manual,First,2011,76958,80,5,3.267358491
1036,Renault,Pulse,RxL,Kochi,Diesel,Manual,First,2015,70419,63.12,5,3.656037736
1037,Maruti,Wagon,R AMT VXI,Mumbai,Petrol,Automatic,First,2017,21000,67,5,4.385754717
1038,BMW,6,Series 650i Coupe,Delhi,Petrol,Automatic,First,2009,64000,450,4,26.90981132
1039,Honda,City,V MT,Delhi,Petrol,Manual,Second,2011,63698,116.3,5,3.746132075
1040,Tata,Indigo,eCS LX BSIV,Coimbatore,Diesel,Manual,First,2016,62715,69,5,3.876037736
1041,Honda,Brio,S MT,Coimbatore,Petrol,Manual,Second,2013,37922,86.8,5,4.218018868
1042,Honda,Jazz,1.5 S i DTEC,Ahmedabad,Diesel,Manual,First,2016,52000,98.6,5,6.379622642
1043,Mercedes-Benz,A,Class A180 CDI,Chennai,Diesel,Automatic,First,2013,47000,107.3,5,13.52130503
1044,Toyota,Corolla,Altis GL,Mumbai,Petrol,Manual,Second,2009,64000,138.1,5,4.088301887
1045,Honda,Civic,2006-2010 1.8 (E) MT,Hyderabad,Petrol,Manual,Second,2007,109000,130,5,2.794622642
1046,Hyundai,Creta,1.6 CRDi SX Option,Mumbai,Diesel,Manual,First,2015,19000,126.2,5,10.405
1047,Audi,Q5,2008-2012 2.0 TFSI Quattro,Ahmedabad,Petrol,Automatic,Second,2009,99000,208,5,8.323113208
1048,OpelCorsa,1.4Gsi,,Hyderabad,Petrol,Manual,Second,2005,50000,88,5,1.225377358
1049,Toyota,Fortuner,4x2 AT,Pune,Diesel,Automatic,Second,2013,105000,168.5,7,17.8709434
1050,Hyundai,Creta,1.6 VTVT S,Jaipur,Petrol,Manual,First,2016,24000,121.3,5,9.584811321
1051,Volkswagen,Ameo,1.5 TDI Highline,Coimbatore,Diesel,Manual,First,2017,23389,108.62,5,10.13226415
1052,Hyundai,i20,Magna,Ahmedabad,Petrol,Manual,First,2009,90000,80,5,2.91509434
1053,Audi,A6,2011-2015 2.0 TDI Premium Plus,Delhi,Diesel,Automatic,First,2013,20000,174.33,5,21.17424528
1054,Hyundai,Grand,i10 CRDi Sportz,Jaipur,Diesel,Manual,First,2014,62269,70,5,4.128301887
1055,Audi,Q3,30 TDI S Edition,Chennai,Diesel,Manual,First,2015,69000,138.13,5,15.01754717
1056,BMW,5,Series 2013-2017 530d M Sport,Kochi,Diesel,Automatic,First,2015,58898,258,5,38.91764151
1057,Maruti,Swift,Dzire AMT ZDI,Coimbatore,Diesel,Automatic,First,2018,29110,74,5,7.363773585
1058,Hyundai,Grand,i10 1.2 Kappa Sportz AT,Kochi,Petrol,Automatic,First,2019,34649,81.86,5,7.010188679
1059,Honda,City,i DTEC SV,Kolkata,Diesel,Manual,First,2017,13000,98.6,5,6.896603774
1060,Hyundai,Grand,i10 1.2 Kappa Magna,Jaipur,Petrol,Manual,First,2015,25043,81.86,5,4.719433962
1061,Honda,Jazz,1.2 V CVT i VTEC,Coimbatore,Petrol,Automatic,First,2018,36611,88.7,5,7.806226415
1062,Maruti,Swift,VDi BSIII W/ ABS,Jaipur,Diesel,Manual,Second,2008,150000,75,5,2.535754717
1063,Maruti,Wagon,R VXI,Ahmedabad,Petrol,Manual,First,2015,82000,67.04,5,3.614245283
1064,Maruti,Ciaz,RS ZDi Plus SHVS,Kochi,Diesel,Manual,Second,2017,45158,88.5,5,7.70240566
1065,Volkswagen,Vento,1.2 TSI Comfortline AT,Coimbatore,Petrol,Automatic,First,2016,36968,103.2,5,8.079245283
1066,Maruti,Swift,VXI BSIV,Coimbatore,Petrol,Manual,First,2015,53556,81.8,5,5.933773585
1067,Skoda,Laura,Ambition 2.0 TDI CR AT,Bangalore,Diesel,Automatic,First,2013,78500,138.1,5,8.343867925
1068,Hyundai,Xcent,1.1 CRDi S Celebration Edition,Jaipur,Diesel,Manual,First,2017,133000,71,5,4.469528302
1069,Hyundai,Creta,1.6 CRDi SX,Coimbatore,Diesel,Manual,First,2017,33186,126.2,5,11.55462264
1070,Mercedes-Benz,New,C-Class C 200 CGI Elegance,Delhi,Petrol,Automatic,First,2012,65000,186,5,13.15084906
1071,Maruti,Swift,VDI,Coimbatore,Diesel,Manual,First,2015,61903,74,5,5.621698113
1072,Toyota,Etios,G,Kolkata,Petrol,Manual,First,2011,25000,88.73,5,3.051792453
1074,Maruti,Swift,Dzire VXI Optional,Hyderabad,Petrol,Manual,First,2017,8044,83.14,5,5.990377358
1075,Audi,Q5,3.0 TDI Quattro Technology,Bangalore,Diesel,Automatic,First,2017,18000,241.4,5,53.18311321
1076,Honda,City,V MT,Mumbai,Petrol,Manual,First,2013,80000,116.3,5,5.506981132
1077,Mahindra,KUV,100 mFALCON D75 K6 5str AW,Chennai,Diesel,Manual,First,2016,45000,77,5,5.169150943
1078,Mahindra,Xylo,D4 BSIV,Mumbai,Diesel,Manual,Second,2013,78835,112,8,6.921320755
1079,Tata,Tiago,1.2 Revotron XT,Kochi,Petrol,Manual,First,2017,30631,84,5,5.735660377
1080,Mahindra,Scorpio,VLX 2WD BSIII,Hyderabad,Diesel,Manual,First,2011,72573,120,8,6.601509434
1081,Toyota,Innova,Crysta 2.8 GX AT,Delhi,Diesel,Automatic,First,2016,10000,171.5,7,27.38226415
1082,Maruti,Wagon,R VXI BSIII,Mumbai,Petrol,Manual,First,2011,50215,67.1,5,2.451132075
1083,Maruti,800,AC,Kolkata,Petrol,Manual,First,2009,9999,37,4,1.155377358
1084,Honda,Civic,2006-2010 1.8 MT Sport,Pune,Petrol,Manual,Second,2008,110000,130,5,2.833113208
1085,Chevrolet,Beat,Diesel LS,Jaipur,Diesel,Manual,First,2013,81000,57.6,5,2.171320755
1086,Mahindra,Thar,CRDe,Delhi,Diesel,Manual,First,2016,11000,105,6,8.285754717
1087,Tata,Zest,Revotron 1.2T XE,Kolkata,Petrol,Manual,First,2017,59000,88.7,5,6.514056604
1088,Hyundai,EON,Era Plus,Mumbai,Petrol,Manual,First,2015,8300,55.2,5,2.796132075
1089,Mahindra,Ssangyong,Rexton RX7,Mumbai,Diesel,Automatic,First,2016,40000,184,7,23.48308176
1090,Hyundai,Creta,1.6 CRDi SX Option,Pune,Diesel,Manual,First,2016,83500,126.2,5,10.64311321
1091,Tata,Zest,Quadrajet 1.3 75PS XE,Kolkata,Diesel,Manual,First,2017,22000,74,5,6.372830189
1092,Chevrolet,Enjoy,Petrol LTZ 7 Seater,Mumbai,Petrol,Manual,First,2013,39000,98.82,7,4.942830189
1093,Skoda,Superb,Elegance 2.0 TDI CR AT,Pune,Diesel,Automatic,First,2013,90000,138.1,5,8.346603774
1094,Hyundai,i20,2015-2017 Magna Optional 1.4 CRDi,Pune,Diesel,Manual,First,2012,134487,88.8,5,4.370660377
1095,Audi,Q3,2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,Diesel,Automatic,First,2014,65000,174.33,5,21.14205189
1096,Mahindra,Scorpio,S6 Plus 7 Seater,Ahmedabad,Diesel,Manual,First,2015,48000,120,7,8.832075472
1097,BMW,3,Series 320d,Bangalore,Diesel,Automatic,First,2011,60000,170,5,12.7509434
1098,Mercedes-Benz,CLA,45 AMG,Kochi,Petrol,Automatic,First,2015,23742,360,5,51.59264151
1099,Honda,City,1.5 S MT,Hyderabad,Petrol,Manual,First,2010,60268,118,5,3.898018868
1100,Maruti,Vitara,Brezza ZDi,Hyderabad,Diesel,Manual,First,2016,70746,88.5,5,7.830660377
1101,Toyota,Camry,2.5 G,Delhi,Petrol,Automatic,First,2014,61000,178.4,5,15.21790094
1102,Maruti,Swift,Vdi BSIII,Pune,Diesel,Manual,First,2007,102000,75,5,1.98
1103,Hyundai,Elantra,SX AT,Bangalore,Petrol,Automatic,Second,2016,25000,147.4,5,19.73849057
1104,Renault,Duster,85PS Diesel RxL Optional,Delhi,Diesel,Manual,First,2013,64000,83.8,5,5.26245283
1105,Audi,Q5,2008-2012 3.0 TDI Quattro,Hyderabad,Diesel,Automatic,First,2010,78265,236,5,14.88858491
1106,Maruti,Esteem,Vxi - BSIII,Pune,Petrol,Manual,Third,2006,76560,85,5,1.636792453
1107,Jeep,Compass,2.0 Longitude,Kolkata,Diesel,Manual,First,2017,10000,170,5,19.37962264
1108,Honda,City,1.5 V AT,Mumbai,Petrol,Automatic,First,2010,52000,118,5,3.389811321
1109,Tata,Zest,Quadrajet 1.3 75PS XE,Jaipur,Diesel,Manual,First,2018,45000,74,5,5.672358491
1110,Maruti,Baleno,Zeta 1.2,Kochi,Petrol,Manual,First,2018,29562,83.1,5,6.983679245
1111,Maruti,Swift,Dzire VDI,Kolkata,Diesel,Manual,First,2014,32000,74,5,3.797358491
1112,Volkswagen,Polo,1.2 MPI Highline,Coimbatore,Petrol,Manual,First,2016,22003,74,5,6.087075472
1113,Mini,Clubman,Cooper S,Pune,Petrol,Manual,First,2017,2890,192,5,31.00537736
1114,Mitsubishi,Pajero,Sport 4X2 AT,Mumbai,Diesel,Automatic,First,2015,52000,175.56,7,23.50459119
1115,Honda,City,ZX EXi,Pune,Petrol,Manual,Second,2008,100000,78,5,1.862075472
1116,Hyundai,EON,Era Plus,Jaipur,Petrol,Manual,Second,2013,60000,55.2,5,2.240566038
1117,Chevrolet,Spark,1.0 PS,Jaipur,Petrol,Manual,First,2010,6512,63,5,2.134716981
1118,Maruti,Alto,LXi,Kolkata,Petrol,Manual,First,2008,39008,46.3,5,1.097358491
1119,Toyota,Corolla,Executive (HE),Chennai,Petrol,Manual,First,2003,136441,125,5,2.472830189
1120,Hyundai,i20,1.2 Sportz Option,Kolkata,Petrol,Manual,First,2012,36200,80,5,3.036698113
1121,Hyundai,Verna,1.4 CRDi,Kolkata,Diesel,Manual,First,2015,32506,88.7,5,5.245566038
1122,Chevrolet,Enjoy,1.4 LTZ 8,Pune,Petrol,Manual,First,2016,67000,98.79,8,7.759716981
1123,Fiat,Grande,Punto 1.4 Emotion,Pune,Petrol,Manual,Second,2011,59800,88.7,5,2.814716981
1124,Mahindra,XUV500,W8 4WD,Coimbatore,Diesel,Manual,First,2015,63008,140,7,13.55273585
1125,Maruti,Vitara,Brezza ZDi AMT,Coimbatore,Diesel,Automatic,First,2018,57804,88.5,5,9.196367925
1127,Hyundai,Creta,1.6 CRDi SX,Jaipur,Diesel,Manual,First,2015,65000,126.2,5,9.647169811
1128,Hyundai,Santro,Xing GLS,Coimbatore,Petrol,Manual,First,2009,61259,62.1,5,2.260188679
1129,Hyundai,i20,1.4 Asta (AT),Chennai,Petrol,Automatic,Second,2010,50000,100,5,2.997924528
1130,Hyundai,Elantra,CRDi,Mumbai,Diesel,Manual,Second,2006,183513,112.2,5,2.543490566
1131,Mahindra,XUV500,W10 2WD,Delhi,Diesel,Manual,First,2015,66000,140,7,14.58198113
1132,Audi,A6,2.0 TDI Design Edition,Kochi,Diesel,Automatic,First,2012,78979,187.74,5,15.09018868
1133,Tata,Tiago,1.2 Revotron XZ WO Alloy,Bangalore,Petrol,Manual,First,2016,30010,84,5,4.926132075
1134,Mercedes-Benz,A,Class Edition 1,Kochi,Diesel,Automatic,First,2016,27508,107.3,5,14.07566038
1135,Hyundai,Verna,1.6 SX VTVT (O) AT,Mumbai,Petrol,Automatic,First,2014,28000,121.4,5,6.007099057
1136,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,Mumbai,Diesel,Automatic,First,2014,45000,167.62,5,24.21763365
1137,BMW,7,Series 740i Sedan,Kochi,Petrol,Automatic,First,2013,86107,321,5,43.73424528
1138,Land,Rover,Range Rover 2.2L Pure,Hyderabad,Diesel,Automatic,Second,2015,49000,187.7,5,32.90858491
1139,Hyundai,Creta,1.6 SX Plus Petrol Automatic,Coimbatore,Petrol,Automatic,First,2018,32746,121.3,5,11.69792453
1140,Volkswagen,Vento,1.2 TSI Highline AT,Mumbai,Petrol,Automatic,First,2013,42758,103.2,5,4.478773585
1141,Mini,Cooper,Countryman D,Hyderabad,Diesel,Automatic,First,2013,50000,112,5,19.33792453
1142,Volvo,S60,D4 KINETIC,Coimbatore,Diesel,Automatic,First,2016,90904,181,5,23.75037736
1143,Renault,Pulse,RxL,Kolkata,Diesel,Manual,First,2012,52612,63.12,5,2.706698113
1144,Honda,Amaze,SX i-VTEC,Kolkata,Petrol,Manual,First,2015,40000,86.7,5,4.366226415
1145,Toyota,Camry,2.5 G,Delhi,Petrol,Automatic,First,2012,80724,178.4,5,13.67716981
1146,Maruti,Alto,LXi,Hyderabad,Petrol,Manual,First,2009,62659,46.3,5,1.953301887
1147,Skoda,Superb,Style 1.8 TSI AT,Kochi,Petrol,Automatic,Second,2011,72734,177.46,5,9.595471698
1148,Maruti,Ertiga,ZXI,Pune,Petrol,Manual,First,2015,15000,91.1,7,6.383584906
1149,Audi,A4,2.0 TDI,Bangalore,Diesel,Automatic,First,2014,65475,147.51,5,17.08867925
1150,Maruti,Ertiga,VDI,Chennai,Diesel,Manual,First,2012,71000,88.76,7,5.401132075
1151,Mercedes-Benz,New,C-Class C 220 CDI Style,Bangalore,Diesel,Automatic,First,2016,16000,167.62,5,32.33198113
1152,Maruti,Swift,Dzire 1.2 Vxi BSIV,Delhi,Petrol,Manual,First,2011,72329,85.8,5,2.821415094
1153,Mercedes-Benz,GLA,Class 200 CDI SPORT,Coimbatore,Diesel,Automatic,First,2016,49398,136,5,20.89066038
1154,Honda,City,i VTEC VX Option,Jaipur,Petrol,Manual,First,2016,44147,117.3,5,9.218490566
1155,Maruti,Alto,LXi BSII,Ahmedabad,Petrol,Manual,First,2007,45000,46.3,5,1.178490566
1156,Toyota,Fortuner,3.0 Diesel,Delhi,Diesel,Manual,First,2011,75000,171,7,7.825377358
1157,BMW,3,Series Luxury Line,Coimbatore,Diesel,Automatic,First,2017,22574,190,5,36.27830189
1158,Hyundai,Elite,i20 Petrol Asta,Kochi,Petrol,Manual,First,2016,26642,81.86,5,5.757735849
1159,Honda,Amaze,VX i-DTEC,Hyderabad,Diesel,Manual,First,2013,81304,98.6,5,4.737264151
1160,Volkswagen,Jetta,2007-2011 2.0 TDI Comfortline,Kolkata,Diesel,Manual,First,2013,46000,105,5,5.649716981
1161,Mercedes-Benz,S,Class 2005 2013 320 L,Hyderabad,Petrol,Manual,First,2007,99000,210,5,6.061320755
1162,Hyundai,EON,Era,Pune,Petrol,Manual,First,2012,36317,55.2,5,2.332735849
1163,Maruti,Zen,Estilo LXI BSIII,Pune,Petrol,Manual,First,2008,70000,67.1,5,1.767924528
1164,Hyundai,Verna,CRDi SX,Hyderabad,Diesel,Manual,First,2009,137711,110,5,3.723584906
1165,Hyundai,Verna,VTVT 1.6 AT SX Option,Mumbai,Petrol,Automatic,First,2018,18980,121.3,5,11.21235849
1166,Hyundai,i20,Asta Option 1.2,Mumbai,Petrol,Manual,First,2015,31293,81.83,5,4.743490566
1167,Maruti,Baleno,Vxi - BSIII,Pune,Petrol,Manual,Second,2004,43000,94,5,1.057641509
1168,Honda,Jazz,1.5 S i DTEC,Ahmedabad,Diesel,Manual,First,2016,45000,98.6,5,6.594622642
1169,Volkswagen,Vento,Diesel Comfortline,Kolkata,Diesel,Manual,First,2012,53000,103.6,5,3.896132075
1170,Hyundai,i10,Magna 1.1L,Pune,Petrol,Manual,First,2011,30000,68.05,5,2.497830189
1171,Jeep,Compass,2.0 Sport,Delhi,Diesel,Manual,First,2017,13000,170,5,19.28424528
1172,Renault,Duster,110PS Diesel RxZ,Delhi,Diesel,Manual,First,2013,62000,108.45,5,5.652075472
1173,Maruti,Swift,Dzire VXi,Chennai,Petrol,Manual,First,2012,35161,85.8,5,4.000283019
1174,Maruti,Alto,LXi,Jaipur,Petrol,Manual,First,2006,75000,46.3,5,1.121132075
1175,Tata,Nano,XTA,Coimbatore,Petrol,Automatic,First,2016,53590,37.48,4,3.348490566
1176,Hyundai,i10,Era 1.1,Chennai,Petrol,Manual,First,2008,71467,68.05,5,1.913018868
1177,Maruti,Alto,XCITE,Kochi,Petrol,Manual,First,2011,66287,46.3,5,2.099339623
1178,Ford,Figo,Diesel EXI,Jaipur,Diesel,Manual,Second,2012,85000,68,5,2.503396226
1179,Land,Rover,Discovery 4 TDV6 Auto Diesel,Hyderabad,Diesel,Automatic,First,2012,147202,241.6,7,32.21518868
1180,Honda,City,i DTec SV,Coimbatore,Diesel,Manual,First,2016,72566,98.6,5,6.301981132
1181,Maruti,Ritz,LDi,Pune,Diesel,Manual,First,2015,190000,73.94,5,4.478773585
1182,Hyundai,Grand,i10 1.2 Kappa Sportz Option,Delhi,Petrol,Manual,First,2017,25348,81.86,5,6.07754717
1183,Hyundai,Grand,i10 AT Asta,Delhi,Petrol,Automatic,First,2014,54000,82,5,4.535283019
1184,Hyundai,i20,Sportz Option 1.2,Bangalore,Petrol,Manual,First,2015,33000,81.83,5,5.077830189
1185,BMW,5,Series 2003-2012 520d,Delhi,Diesel,Automatic,First,2011,58067,177,5,11.86028302
1186,Mercedes-Benz,E-Class,E250 CDI Avantgrade,Coimbatore,Diesel,Automatic,First,2015,43020,201.1,5,28.18443396
1187,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,Hyderabad,Diesel,Manual,First,2014,27641,100,7,9.41245283
1188,Maruti,Swift,Dzire ZDI,Hyderabad,Diesel,Manual,First,2016,46372,74,5,5.662735849
1189,Maruti,Alto,K10 VXI,Kochi,Petrol,Manual,First,2016,27535,67.1,5,3.457641509
1190,BMW,5,Series 520d Luxury Line,Kochi,Diesel,Automatic,First,2016,55615,190,5,25.34792453
1191,Maruti,Vitara,Brezza VDi Option,Jaipur,Diesel,Manual,First,2017,19000,88.5,5,8.958820755
1192,Hyundai,Verna,Transform VTVT with Audio,Kolkata,Petrol,Manual,First,2010,47000,103.2,5,1.993207547
1193,Honda,City,i VTEC VX,Delhi,Petrol,Manual,First,2015,60595,117.3,5,8.321792453
1194,Tata,Indica,Vista Quadrajet LS,Hyderabad,Diesel,Manual,First,2013,170000,74,5,4.124150943
1195,Hyundai,i20,Active 1.4 SX,Delhi,Diesel,Manual,First,2017,14301,88.73,5,8.483128931
1196,Audi,A6,2011-2015 2.0 TDI,Kochi,Diesel,Automatic,Second,2015,42741,174.33,5,23.24679245
1197,BMW,X5,xDrive 30d Design Pure Experience 5 Seater,Delhi,Diesel,Automatic,Second,2015,31000,258,5,50.95433962
1198,Hyundai,Creta,1.6 SX Plus Dual Tone Petrol,Delhi,Petrol,Manual,First,2017,11000,121.3,5,10.66603774
1199,Maruti,Vitara,Brezza ZDi Plus AMT,Mumbai,Diesel,Automatic,First,2018,3800,88.5,5,9.643349057
1200,Ford,Fiesta,1.4 Duratec EXI,Coimbatore,Petrol,Manual,First,2009,44702,68,5,2.172735849
1201,Maruti,Dzire,AMT VDI,Delhi,Diesel,Automatic,First,2017,14300,73.75,5,8.046981132
1202,Honda,City,i-VTEC VX,Coimbatore,Petrol,Manual,First,2018,31542,117.3,5,10.9759434
1203,Maruti,Celerio,VXI AT,Chennai,Petrol,Automatic,First,2015,31717,67.04,5,3.760188679
1204,Chevrolet,Captiva,LT,Kochi,Diesel,Manual,First,2011,99120,147.9,7,7.668915094
1205,Datsun,GO,T Petrol,Chennai,Petrol,Manual,First,2016,36000,67,5,3.544150943
1206,Skoda,Superb,Petrol Ambition,Delhi,Petrol,Manual,First,2010,40000,157.8,5,5.797358491
1207,Hyundai,Santro,Xing GL,Ahmedabad,Petrol,Manual,First,2014,41000,62,5,3.154433962
1208,Mahindra,Renault,Logan 1.5 DLE Diesel,Chennai,Diesel,Manual,Second,2007,160000,65,5,1.594716981
1209,Tata,Tiago,1.05 Revotorq XT Option,Pune,Diesel,Manual,First,2016,41413,69,5,3.691037736
1210,Volkswagen,Vento,Petrol Highline AT,Mumbai,Petrol,Automatic,Second,2011,67500,103.6,5,2.985849057
1211,Hyundai,i20,1.2 Spotz,Pune,Petrol,Manual,First,2014,30315,81.83,5,4.327830189
1212,Ford,EcoSport,1.5 Petrol Ambiente,Kochi,Petrol,Manual,First,2017,39015,121.36,5,9.667830189
1213,Jeep,Compass,1.4 Sport,Mumbai,Petrol,Manual,First,2018,6000,160,5,22.20349057
1214,Audi,A4,2.0 TDI,Bangalore,Diesel,Automatic,First,2014,21143,147.51,5,18.65773585
1215,Hyundai,Verna,1.6 SX VTVT (O),Kochi,Petrol,Manual,First,2013,42203,121.3,5,5.585283019
1216,Maruti,Vitara,Brezza ZDi,Kochi,Diesel,Manual,First,2017,21380,88.5,5,8.7225
1217,Hyundai,Elite,i20 Magna Plus,Kochi,Petrol,Manual,First,2018,23955,81.86,5,7.177358491
1218,Honda,Amaze,S i-Dtech,Kolkata,Diesel,Manual,First,2013,38568,98.6,5,3.838113208
1219,Audi,A4,2.0 TDI,Hyderabad,Diesel,Automatic,First,2011,64000,147.51,5,15.39160377
1220,Honda,Amaze,VX AT i-Vtech,Hyderabad,Petrol,Automatic,First,2014,57000,86.7,5,4.99254717
1221,Honda,Jazz,1.5 V i DTEC,Coimbatore,Diesel,Manual,First,2017,44556,98.6,5,8.326981132
1222,BMW,5,Series 525d Sedan,Delhi,Diesel,Automatic,First,2012,80000,218,5,21.78801887
1223,Hyundai,Grand,i10 Asta Option,Kolkata,Petrol,Manual,First,2015,39000,82,5,3.976886792
1224,Renault,Duster,85PS Diesel RxL,Chennai,Diesel,Manual,First,2015,70000,83.8,5,5.867358491
1225,Chevrolet,Aveo,1.4 LS,Pune,Petrol,Manual,First,2009,45463,92.7,5,2.103867925
1226,Honda,Amaze,S i-Vtech,Kochi,Petrol,Manual,First,2015,44776,86.7,5,4.773207547
1227,Hyundai,Grand,i10 AT Asta,Coimbatore,Petrol,Automatic,First,2016,18242,82,5,5.998490566
1228,Hyundai,EON,D Lite Plus,Coimbatore,Petrol,Manual,First,2015,21190,55.2,5,3.740566038
1229,Volkswagen,Vento,Diesel Trendline,Hyderabad,Diesel,Manual,First,2011,89411,103.6,5,4.077169811
1230,Volkswagen,Polo,GT TSI,Mumbai,Petrol,Automatic,First,2015,59000,103.6,5,6.095188679
1231,Nissan,Micra,Diesel XV,Kolkata,Diesel,Manual,First,2012,28000,63.1,5,2.49254717
1232,Volkswagen,Polo,GT TSI,Pune,Petrol,Automatic,Third,2013,52262,103.6,5,5.098679245
1233,Mercedes-Benz,E-Class,2009-2013 E 220 CDI Avantgarde,Kochi,Diesel,Automatic,First,2014,72443,170,5,17.65985849
